chunk_id,source_file,chunk_index,char_count,preview
chunk_00098,03_산업안전보건법.txt,81,1500,"는 기피한 자 ⑤ 다음 각 호의 어느 하나에 해당하는 자에게는 500만원 이하의 과태료를 부과한다.<개정 2020. 3. 31., 2021. 5. 18.> 1. 제15조제1항, 제16조제1항, 제17조제1항ㆍ제3항,"
chunk_00099,03_산업안전보건법.txt,82,1499,승인 신청 시 영업비밀과 관련되어 보호사유를 거짓으로 작성하여 신청한 자 10. 제112조제10항 각 호 외의 부분 후단을 위반하여 대체자료로 적힌 화학물질의 명칭 및 함유량 정보를 제공하지 아니한 자 11. 제11
chunk_00100,03_산업안전보건법.txt,83,1267,5조제1항 또는 같은 조 제2항 본문을 위반하여 경고표시를 하지 아니한 자 12. 제119조제1항에 따라 일반석면조사를 하지 아니하고 건축물이나 설비를 철거하거나 해체한 자 13. 제122조제3항을 위반하여 고용노동
chunk_00101,04_산업안전보건법_시행령.txt,1,1500,===== PAGE 1 ===== 법제처                                                            1                                     
chunk_00102,04_산업안전보건법_시행령.txt,2,1500,와 관련된 시책을 마련해야 한다. 1. 사업의 자율적인 안전ㆍ보건 경영체제 운영 등의 기법에 관한 연구 및 보급 2. 사업의 안전관리 및 보건관리 수준의 향상 제5조(산업 안전 및 보건 의식을 북돋우기 위한 시책 마
chunk_00103,04_산업안전보건법_시행령.txt,3,1500,획서의 심사를 위하여 필요한 경우로 한정한다) 2. 「화학물질관리법」 제9조제1항에 따른 화학물질확인 정보(같은 법 제52조제1항에 따른 자료보호기간 중에 있는 정보는 제외한다) [전문개정 2023. 6. 27.] 
chunk_00104,04_산업안전보건법_시행령.txt,4,1500,. 비계(飛階) 또는 거푸집을 설치하거나 해체하는 장소 5. 건설용 리프트를 운행하는 장소 6. 지반(地盤)을 굴착하거나 발파작업을 하는 장소 7. 엘리베이터홀 등 근로자가 추락할 위험이 있는 장소 ===== PAG
chunk_00105,04_산업안전보건법_시행령.txt,5,1500,제408조의5에 따른 대표집행임원을 말한다)는 회사의 정관에서 정하는 바에 따라 다음 각 호의 내용을 포함한 회사의 안전 및 보건에 관한 계획을 수립해야 한다. 1. 안전 및 보건에 관한 경영방침 2. 안전ㆍ보건관리
chunk_00106,04_산업안전보건법_시행령.txt,6,1500,에 따라 보건관리자의 업무 를 같은 항에 따른 보건관리전문기관(이하 “보건관리전문기관”이라 한다)에 위탁한 사업장의 경우에는 그 보 건관리전문기관의 해당 사업장 담당자 다. 법 제19조제1항에 따른 안전보건관리담당자
chunk_00107,04_산업안전보건법_시행령.txt,7,1500,한다) 지역에 소재하는 경우 2. 사업장 간의 경계를 기준으로 15킬로미터 이내에 소재하는 경우 ⑤ 제1항부터 제3항까지의 규정에도 불구하고 도급인의 사업장에서 이루어지는 도급사업에서 도급인이 고용노동 부령으로 정하
chunk_00108,04_산업안전보건법_시행령.txt,8,1500,지도 및 조치 건의 6. 산업재해 발생의 원인 조사ㆍ분석 및 재발 방지를 위한 기술적 보좌 및 지도ㆍ조언 7. 산업재해에 관한 통계의 유지ㆍ관리ㆍ분석을 위한 보좌 및 지도ㆍ조언 8. 법 또는 법에 따른 명령으로 정한
chunk_00109,04_산업안전보건법_시행령.txt,9,1460,국가법령정보센터 산업안전보건법 시행령 제22조(보건관리자의 업무 등) ① 보건관리자의 업무는 다음 각 호와 같다. 1. 산업안전보건위원회 또는 노사협의체에서 심의ㆍ의결한 업무와 안전보건관리규정 및 취업규칙에서 정한 
chunk_00110,04_산업안전보건법_시행령.txt,10,1500,는 “보건관리”로 본다. 제23조(보건관리자 업무의 위탁 등) ① 법 제18조제5항에 따라 보건관리자의 업무를 위탁할 수 있는 보건관리전문기관 은 지역별 보건관리전문기관과 업종별ㆍ유해인자별 보건관리전문기관으로 구분한
chunk_00111,04_산업안전보건법_시행령.txt,11,1499,9. 8.> 1. 법 제29조에 따른 안전보건교육 실시에 관한 보좌 및 지도ㆍ조언 2. 법 제36조에 따른 위험성평가에 관한 보좌 및 지도ㆍ조언 3. 법 제125조에 따른 작업환경측정 및 개선에 관한 보좌 및 지도ㆍ
chunk_00112,04_산업안전보건법_시행령.txt,12,1500,를 수행하지 않고 위탁 수수료를 받은 경우 ===== PAGE 8 ===== 법제처                                                            8             
chunk_00113,04_산업안전보건법_시행령.txt,13,1500,"원에 관하여는 제14조제2항을 준용한다. 이 경우 “안전보건관리책임자”는 “산업보건의”로, “법 제15조제1항”은 “제1항”으로 본다. 제32조(명예산업안전감독관 위촉 등) ① 고용노동부장관은 다음 각 호의 어느 하"
chunk_00114,04_산업안전보건법_시행령.txt,14,1498,발생한 경우 사업주에 대한 임시건강진단 실시 요청 7. 근로자에 대한 안전수칙 준수 지도 8. 법령 및 산업재해 예방정책 개선 건의 9. 안전ㆍ보건 의식을 북돋우기 위한 활동 등에 대한 참여와 지원 10. 그 밖에 
chunk_00115,04_산업안전보건법_시행령.txt,15,1500,"리자를 두어야 하는 사업장으로 한정하되, 보건관리자의 업무를 보건관리 전문기관에 위탁한 사업장의 경우에는 그 보건관리전문기관의 해당 사업장 담당자를 말한다) 1명 4. 산업보건의(해당 사업장에 선임되어 있는 경우로 "
chunk_00116,04_산업안전보건법_시행령.txt,16,1499,제24조제2항 각 호에 따른 사항에 대하여 산업안전보건위원회에서 의결하지 못한 경우 2. 산업안전보건위원회에서 의결된 사항의 해석 또는 이행방법 등에 관하여 의견이 일치하지 않는 경우 ② 제1항에 따른 중재 결정이 
chunk_00117,04_산업안전보건법_시행령.txt,17,1500,하여 법 제33조제4항에 따라 준용되는 법 제21조제 4항제5호에서 “대통령령으로 정하는 사유에 해당하는 경우”란 다음 각 호의 경우를 말한다. 1. 교육 관련 서류를 거짓으로 작성한 경우 2. 정당한 사유 없이 교
chunk_00118,04_산업안전보건법_시행령.txt,18,1458,안전보건법 시행령 1. 금속이나 그 밖의 광물의 용해로 2. 화학설비 3. 건조설비 4. 가스집합 용접장치 5. 근로자의 건강에 상당한 장해를 일으킬 우려가 있는 물질로서 고용노동부령으로 정하는 물질의 밀폐ㆍ환기ㆍ배
chunk_00119,04_산업안전보건법_시행령.txt,19,1500,1항에도 불구하고 다음 각 호의 설비는 유해하거나 위험한 설비로 보지 않는다. 1. 원자력 설비 2. 군사시설 3. 사업주가 해당 사업장 내에서 직접 사용하기 위한 난방용 연료의 저장설비 및 사용설비 4. 도매ㆍ소매
chunk_00120,04_산업안전보건법_시행령.txt,20,1499,"학사고예방관리계획서 사본의 제출로 갈음할 수 있다. <개정 2020. 9. 8., 2025. 10. 1.> ② 제1항 전단에도 불구하고 사업주가 제출해야 할 공정안전보고서가 「고압가스 안전관리법」 제2조에 따른 고압"
chunk_00121,04_산업안전보건법_시행령.txt,21,1464,또는 기피한 경우 제49조(안전보건진단을 받아 안전보건개선계획을 수립할 대상) 법 제49조제1항 각 호 외의 부분 후단에서 “대통령령으 로 정하는 사업장”이란 다음 각 호의 사업장을 말한다. 1. 산업재해율이 같은 
chunk_00122,04_산업안전보건법_시행령.txt,22,1500,"등의 사용 여부 확인 ② 안전보건총괄책임자에 대한 지원에 관하여는 제14조제2항을 준용한다. 이 경우 “안전보건관리책임자”는 “안전 보건총괄책임자”로, “법 제15조제1항”은 “제1항”으로 본다. ③ 사업주는 안전보"
chunk_00123,04_산업안전보건법_시행령.txt,23,1500,안전산업기사 자격을 취득한 후 건설안전 분야에서 5년 이상의 실무경력이 있는 사람 [본조신설 2021. 11. 19.] 제56조(안전보건조정자의 선임 등) ① 법 제68조제1항에 따른 안전보건조정자(이하 “안전보건조
chunk_00124,04_산업안전보건법_시행령.txt,24,1500,에 따라 같은 장소에서 이루어지는 각각의 공사 간에 혼재된 작업의 파악 2. 제1호에 따른 혼재된 작업으로 인한 산업재해 발생의 위험성 파악 3. 제1호에 따른 혼재된 작업으로 인한 산업재해를 예방하기 위한 작업의 
chunk_00125,04_산업안전보건법_시행령.txt,25,1498,구역 내에서 같은 사 업주가 시공하는 셋 이하의 공사에 대하여 공동으로 안전관리자의 자격을 가진 사람 1명을 선임한 경우를 포함한 다)하여 제18조제1항 각 호에 따른 안전관리자의 업무만을 전담하도록 하는 공사 4.
chunk_00126,04_산업안전보건법_시행령.txt,26,1499,우 5. 지도를 실시하고 그 결과를 고용노동부장관이 정하는 전산시스템에 3회 이상 입력하지 않은 경우 6. 지도업무와 관련된 비치서류를 보존하지 않은 경우 7. 법에 따른 관계 공무원의 지도ㆍ감독을 거부ㆍ방해 또는 
chunk_00127,04_산업안전보건법_시행령.txt,27,1500,대통령령으로 정하는 기계ㆍ기구 또는 설비 등”이란 다음 각 호 의 어느 하나에 해당하는 기계ㆍ기구 또는 설비를 말한다. 1. 타워크레인 2. 건설용 리프트 3. 항타기(해머나 동력을 사용하여 말뚝을 박는 기계) 및 
chunk_00128,04_산업안전보건법_시행령.txt,28,1499,따른 화물차주로서 다음 각 목의 어느 하나에 해당하는 사람 가. 「자동차관리법」 제3조제1항제4호의 특수자동차로 수출입 컨테이너를 운송하는 사람 나. 「자동차관리법」 제3조제1항제4호의 특수자동차로 시멘트를 운송하는
chunk_00129,04_산업안전보건법_시행령.txt,29,1499,사항을 말한다.<개정 2025. 4. 29.> 1. 업체의 명칭(상호) 2. 업체의 소재지 3. 대표자의 성명 4. 별표 22 제1호에 따라 보유한 인력 제73조(타워크레인 설치ㆍ해체업의 등록 취소 등의 사유) 법 
chunk_00130,04_산업안전보건법_시행령.txt,30,1499,으로 지정받을 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로 한다. 1. 공단 2. 다음 각 목의 어느 하나에 해당하는 기관으로서 별표 23에 따른 인력ㆍ시설 및 장비를 갖춘 기관 가. 산업 안전ㆍ보건 또는
chunk_00131,04_산업안전보건법_시행령.txt,31,1500,해당하는 보호구 가. 안전모(제74조제1항제3호가목의 안전모는 제외한다) 나. 보안경(제74조제1항제3호차목의 보안경은 제외한다) 다. 보안면(제74조제1항제3호카목의 보안면은 제외한다) ② 자율안전확인대상기계등의 
chunk_00132,04_산업안전보건법_시행령.txt,32,1500,른 안전검사기관(이하 “안전검사기관”이라 한다)으로 지정받을 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로 한다. 1. 공단 2. 다음 각 목의 어느 하나에 해당하는 기관으로서 별표 24에 따른 인력ㆍ시설 
chunk_00133,04_산업안전보건법_시행령.txt,33,1500,위험기계등”이라 한다)의 성능시험을 하는 경우에는 제조ㆍ수입ㆍ양도ㆍ대여하거나 양도ㆍ대여의 목적으로 진열된 유해ㆍ위험기계 등 중에서 그 시료(試料)를 수거하여 실시한다. ③ 제1항 및 제2항에 따른 제품 제조 과정 조
chunk_00134,04_산업안전보건법_시행령.txt,34,1500,하나에 해당하는 것을 말한다. <개정 2020. 8. 27.> ===== PAGE 24 ===== 법제처                                                            24
chunk_00135,04_산업안전보건법_시행령.txt,35,1500,염(4-Nitrodiphenyl and its salts) 3. 백연[1319-46-6]을 포함한 페인트(포함된 중량의 비율이 2퍼센트 이하인 것은 제외한다) 4. 벤젠[71-43-2]을 포함하는 고무풀(포함된 중량
chunk_00136,04_산업안전보건법_시행령.txt,36,1455,". o-톨리딘[119-93-7] 및 그 염(o-Tolidine and its salts) 12. 황화니켈류(Nickel sulfides; 12035-72-2, 16812-54-7) 13. 제1호부터 제4호까지 또는 "
chunk_00137,04_산업안전보건법_시행령.txt,37,1500,는 경우 제90조(석면조사기관의 지정 요건 등) 법 제120조제1항에 따라 석면조사기관으로 지정받을 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로서 별표 27에 따른 인력ㆍ시설 및 장비를 갖추고 법 제120
chunk_00138,04_산업안전보건법_시행령.txt,38,1500,를 이행하지 않은 경우 3. 법 제123조제1항에 따라 고용노동부령으로 정하는 석면해체ㆍ제거의 작업기준을 준수하지 않아 벌금형의 선고 또는 금고 이상의 형의 선고를 받은 경우 4. 법에 따른 관계 공무원의 지도ㆍ감독
chunk_00139,04_산업안전보건법_시행령.txt,39,1500,5. 작업환경측정 대상 사업장의 부속기관(해당 부속기관이 소속된 사업장 등 고용노동부령으로 정하는 범위로 한정 하여 지정받으려는 경우로 한정한다) 제96조(작업환경측정기관의 지정 취소 등의 사유) 법 제126조제5항
chunk_00140,04_산업안전보건법_시행령.txt,40,1500,권정비 계획법」 제2조제1호에 따른 수도권에 속하는 시는 제외한다) 또는 「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」 제10조에 따른 행정시의 경우에는 고용노동부령으로 정하는 유해인자에 대하여 「건강검
chunk_00141,04_산업안전보건법_시행령.txt,41,1500,조제2항에서 “대통령령으로 정하는 유해하거나 위험한 작업”이란 다음 각 호의 어느 하나에 해당하는 작업을 말한다. 1. 갱(坑) 내에서 하는 작업 2. 다량의 고열물체를 취급하는 작업과 현저히 덥고 뜨거운 장소에서 
chunk_00142,04_산업안전보건법_시행령.txt,42,1458,"산업안전지도사 등의 업무 영역별 종류 등) ① 법 제145조제1항에 따라 등록한 산업안전지도사의 업무 영역은 기계안전ㆍ전기안전ㆍ화공안전ㆍ건설안전 분야로 구분하고, 같은 항에 따라 등록한 산업보건지도사의 업무 영역은 "
chunk_00143,04_산업안전보건법_시행령.txt,43,1500,공으로 한정한다) 박사학위 소지자: 별표 32에 따른 전공필수 과목 5. 제2호 또는 제4호에 해당하는 사람으로서 각각의 자격 또는 학위 취득 후 산업안전ㆍ산업보건 업무에 3년 이상 종사한 경력이 있는 사람: 별표 
chunk_00144,04_산업안전보건법_시행령.txt,44,1500,있는 사람”이란 산업안전 또는 산업 보건 분야에서 5년 이상 실무에 종사한 경력이 있는 사람을 말한다. 제108조(손해배상을 위한 보증보험 가입 등) ① 법 제145조제1항에 따라 등록한 지도사(같은 조 제2항에 따
chunk_00145,04_산업안전보건법_시행령.txt,45,1497,상보험및예방심의위원회의 심의를 거쳐 고용노동부장관이 정하는 업무 제109조의2(보조ㆍ지원의 취소에 따른 추가 환수) ① 고용노동부장관이 법 제158조제3항에 따라 추가로 환수할 수 있 는 금액은 다음 각 호의 구분에
chunk_00146,04_산업안전보건법_시행령.txt,46,1499,12. 12.> ⑦ 삭제<2023. 12. 12.> ⑧ 제1항부터 제4항까지에서 규정한 사항 외에 과징금의 부과ㆍ징수에 필요한 사항은 고용노동부령으로 정한다. <개정 2023. 12. 12.> 제113조(도급금지 등
chunk_00147,04_산업안전보건법_시행령.txt,47,1500,"보건개선계획의 수립ㆍ시행 명령 11. 법 제50조제1항 및 제2항에 따른 안전보건개선계획서의 접수, 심사, 그 결과의 통보 및 안전보건개선계획서의 보완 명령 12. 법 제53조제1항에 따른 시정조치 명령 13. 법 "
chunk_00148,04_산업안전보건법_시행령.txt,48,1500,"령 및 이행 명령의 결과를 보고받을 때까지 의 작업중지 명령 34. 법 제120조제1항 및 제5항에 따른 석면조사기관의 지정, 지정 취소 및 업무정지 명령 35. 법 제121조제1항 및 제4항에 따른 석면해체ㆍ제거업"
chunk_00149,04_산업안전보건법_시행령.txt,49,1500,탁한다.<개정 2021. 11. 19.> 1. 공단 2. 다음 각 목의 법인 또는 기관 중에서 위탁업무를 수행할 수 있는 인력ㆍ시설 및 장비를 갖추어 고용노동부장관이 정하여 고시하는 바에 따라 지정을 받거나 등록한 
chunk_00150,04_산업안전보건법_시행령.txt,50,1212,제8조에 따라 고용노동부장관이 협조를 요청한 사항으로서 산업재해 또는 건강진단 관련 자료의 처리에 관한 사무 2. 법 제57조에 따른 산업재해 발생 기록 및 보고 등에 관한 사무 3. 법 제129조부터 제136조까지
chunk_00151,05_산업안전보건법_시행규칙.txt,1,1500,===== PAGE 1 ===== 법제처                                                            1                                     
chunk_00152,05_산업안전보건법_시행규칙.txt,2,1499,수 있는 사항은 다음 각 호와 같다. 1. 안전ㆍ보건 의식 정착을 위한 안전문화운동의 추진 2. 산업재해 예방을 위한 홍보 지원 3. 안전ㆍ보건과 관련된 중복규제의 정비 4. 안전ㆍ보건과 관련된 시설을 개선하는 사업
chunk_00153,05_산업안전보건법_시행규칙.txt,3,1499,받은 날부터 10일 이내에 고용노동부장관에게 이 의를 제기할 수 있다. 제5조(통합정보시스템 정보의 제공) 고용노동부장관은 관련 행정기관 또는 「한국산업안전보건공단법」에 따른 한국산 업안전보건공단(이하 “공단”이라 
chunk_00154,05_산업안전보건법_시행규칙.txt,4,1500,도록 공표의 대상이 되는 연도의 다음 연도 3월 15일까지 요청해야 한다. ② 제1항에 따라 자료의 제출을 요청받은 도급인은 그 해 4월 30일까지 별지 제1호서식의 통합 산업재해 현황 조사 표를 작성하여 지방고용노
chunk_00155,05_산업안전보건법_시행규칙.txt,5,1500,5. 4. 29.> ② 사업주는 영 제16조제7항 및 제20조제3항에 따라 안전관리자 및 보건관리자를 해임하거나 안전관리 업무 및 보 건관리 업무 위탁을 해지한 경우에는 별지 제3호의2서식의 안전관리자ㆍ보건관리자ㆍ산
chunk_00156,05_산업안전보건법_시행규칙.txt,6,1499,각 호와 같다. ===== PAGE 4 ===== 법제처                                                            4                            
chunk_00157,05_산업안전보건법_시행규칙.txt,7,1500,을 말한다) 나. 정관을 갈음할 수 있는 서류(법인이 아닌 경우만 해당한다) 다. 법인등기사항증명서를 갈음할 수 있는 서류(법인이 아닌 경우만 해당한다) 라. 영 별표 8에 따른 인력기준에 해당하는 사람의 자격과 채
chunk_00158,05_산업안전보건법_시행규칙.txt,8,1492,다. 1. 인력ㆍ시설 및 장비의 보유 수준과 그에 대한 관리능력 2. 기술지도의 충실성을 포함한 안전관리ㆍ보건관리 업무 수행능력 3. 안전관리ㆍ보건관리 업무를 위탁한 사업장의 만족도 ② 공단은 안전관리전문기관 또는 
chunk_00159,05_산업안전보건법_시행규칙.txt,9,1499,"는 보건관리 상태를 정기적으로 점검해야 하며, 점검 결과 법령위반사항을 발견한 경우에는 그 위반사항과 구체적인 개선 대책을 해당 사업주에게 지체 없이 통보 해야 한다. ② 안전관리전문기관 또는 보건관리전문기관은 고용"
chunk_00160,05_산업안전보건법_시행규칙.txt,10,1500,원의 지명) 영 제35조제1항제3호에 따라 근로자대표가 근로자위원을 지명하는 경우에 근로자대표는 조합원인 근로자와 조합원이 아닌 근로자의 비율을 반영하여 근로자위원을 지명하도록 노력해야 한다. 제2절 안전보건관리규정
chunk_00161,05_산업안전보건법_시행규칙.txt,11,1499,마. 법 제19조제1항에 따른 안전보건관리담당자(안전관리전문기관 및 보건관리전문기관에서 안전보건관리담당 자의 위탁업무를 수행하는 사람을 포함한다) 바. 법 제22조제1항에 따른 산업보건의 2. 공단에서 실시하는 해당
chunk_00162,05_산업안전보건법_시행규칙.txt,12,1500,감독자의 지위에 있는 사람의 경우 별표 4 제1호의2나목의 관리감독자 채용 시 교육시간을 말 한다)에서 면제 3. 별표 5 제1호라목제33호의 작업에 종사하는 근로자가 「원자력안전법 시행규칙」 제138조제1항제2호에
chunk_00163,05_산업안전보건법_시행규칙.txt,13,1494,하는 경우 3. 채용 시 교육 또는 특별교육을 이수한 근로자가 같은 도급인의 사업장 내에서 이전에 하던 업무와 동일한 업무에 종사하는 경우: 소속 사업장의 변경에도 불구하고 해당 근로자에 대한 채용 시 교육 또는 특
chunk_00164,05_산업안전보건법_시행규칙.txt,14,1500,"에 따른 신규교육 및 보수교육(이하 “직무교육”이라 한다)의 교육시간은 별표 4와 같고, 교육내용은 별표 5와 같다. ③ 직무교육을 실시하기 위한 집체교육, 현장교육, 인터넷원격교육 등의 교육 방법, 직무교육 기관의"
chunk_00165,05_산업안전보건법_시행규칙.txt,15,1500,비 명세서 라. 최초 1년간의 교육사업계획서 2. 영 제40조제3항에 따라 직무교육기관으로 등록하려는 자: 별지 제10호서식의 직무교육기관 등록 신청서에 다음 각 목의 서류를 첨부 가. 영 제40조제3항 각 호의 어
chunk_00166,05_산업안전보건법_시행규칙.txt,16,1500,정하여 고시한다.<신설 2023. 9. 27.> 제32조(안전보건교육기관의 평가 등) ① 공단이 법 제33조제2항에 따라 안전보건교육기관을 평가하는 기준은 다음 각 호와 같다. 1. 인력ㆍ시설 및 장비의 보유수준과 
chunk_00167,05_산업안전보건법_시행규칙.txt,17,1499,"후 적합한 경우에는 지체 없이 등록사항을 변경하고, 등록증을 변경하여 발급(등록 증의 기재사항에 변경이 있는 경우만 해당한다)할 수 있다. 제34조(건설업 기초안전ㆍ보건교육기관 등록 취소 등) ① 공단은 법 제33조"
chunk_00168,05_산업안전보건법_시행규칙.txt,18,1500,허용 불가능한 수준으로 결정된 유해ㆍ위험 요인이 있는 경우에는 해당 유해ㆍ위험 요인의 위험성을 허용 가능한 수준으로 줄이기 위한 개선대책 수립ㆍ이행 ② 사업주는 다음 각 호의 구분에 따라 위험성평가를 실시해야 한다.
chunk_00169,05_산업안전보건법_시행규칙.txt,19,1500,"조신설 2026. 5. 29.] 제38조(안전보건표지의 종류ㆍ형태ㆍ색채 및 용도 등) ① 법 제37조제2항에 따른 안전보건표지의 종류와 형태는 별표 6과 같고, 그 용도 , 설치ㆍ부착 장소, 형태 및 색채는 별표 7"
chunk_00170,05_산업안전보건법_시행규칙.txt,20,1500,(제출서류 등) ① 법 제42조제1항제1호에 해당하는 사업주가 유해위험방지계획서를 제출할 때에는 사업장별로 별지 제16호서식의 제조업 등 유해위험방지계획서에 다음 각 호의 서류를 첨부하여 해당 작업 시작 15일 전까
chunk_00171,05_산업안전보건법_시행규칙.txt,21,1500,및 확인업체”라 한다)의 사업주를 말한다. ⑥ 자체심사 및 확인업체는 별표 11의 자체심사 및 확인방법에 따라 유해위험방지계획서를 스스로 심사하여 해당 공사의 착공 전날까지 별지 제18호서식의 유해위험방지계획서 자체
chunk_00172,05_산업안전보건법_시행규칙.txt,22,1455,14                                                       국가법령정보센터 산업안전보건법 시행규칙 2. 조건부 적정: 근로자의 안전과 보건을 확보하기 위하여 일부 개선이 필
chunk_00173,05_산업안전보건법_시행규칙.txt,23,1500,(별표 1 제 3호라목에 따른 재해는 제외한다)가 발생한 경우에는 그렇지 않다. ④ 제3항에 따른 유해위험방지계획서에 대한 확인은 제44조제4항에 따라 평가를 한 자가 해서는 안 된다. 제47조(자체심사 및 확인업체
chunk_00174,05_산업안전보건법_시행규칙.txt,24,1500,제43조 각 호의 자격을 갖춘 자의 의견을 듣지 않고 유해위험방지계획서를 작성한 사업장 제50조(공정안전보고서의 세부 내용 등) ① 영 제44조에 따라 공정안전보고서에 포함해야 할 세부내용은 다음 각 호와 같다. 1
chunk_00175,05_산업안전보건법_시행규칙.txt,25,1500,다. 제51조(공정안전보고서의 제출 시기) 사업주는 영 제45조제1항에 따라 유해하거나 위험한 설비의 설치ㆍ이전 또는 주 요 구조부분의 변경공사의 착공일(기존 설비의 제조ㆍ취급ㆍ저장 물질이 변경되거나 제조량ㆍ취급량ㆍ
chunk_00176,05_산업안전보건법_시행규칙.txt,26,1500,의 평가) ① 법 제46조제4항에 따라 고용노동부장관은 같은 조 제2항에 따른 공정안 전보고서의 확인(신규로 설치되는 유해하거나 위험한 설비의 경우에는 설치 완료 후 시운전 단계에서의 확인을 말한 다) 후 1년이 지
chunk_00177,05_산업안전보건법_시행규칙.txt,27,1499,공개에 관하여는 제17조제2항부터 제8항 까지의 규정을 준용한다. 이 경우 “안전관리전문기관 또는 보건관리전문기관”은 “안전보건진단기관”으로 본다. 제59조(안전보건진단기관의 지정신청 등) ① 안전보건진단기관으로 지
chunk_00178,05_산업안전보건법_시행규칙.txt,28,1500,노동관서의 장은 안전보건개선계획서의 적정 여부 확인을 공 단 또는 지도사에게 요청할 수 있다. ===== PAGE 18 ===== 법제처                                            
chunk_00179,05_산업안전보건법_시행규칙.txt,29,1499,"중지명령서등”으로, “사용중지명령서”는 “작업중지명령서”로, “사용중지”는 “작업중지”로 본다. 제66조(시정조치 명령서의 게시) 법 제53조제1항에 따라 이 법 위반으로 고용노동부장관의 시정조치 명령을 받은 사업 "
chunk_00180,05_산업안전보건법_시행규칙.txt,30,1458,충분히 개선되었다고 심의ㆍ의결하는 경우에는 즉시 작업중지명령의 해제를 결정해야 한다. ③ 제1항 및 제2항에서 규정한 사항 외에 심의위원회의 구성 및 운영에 필요한 사항은 고용노동부장관이 정한다. 제71조(중대재해등
chunk_00181,05_산업안전보건법_시행규칙.txt,31,1499,"산업재해 기록 등) 사업주는 산업재해가 발생한 때에는 법 제57조제2항에 따라 다음 각 호의 사항을 기록ㆍ보 존해야 한다. 다만, 제73조제1항에 따른 산업재해조사표의 사본을 보존하거나 제73조제5항에 따른 요양신청"
chunk_00182,05_산업안전보건법_시행규칙.txt,32,1500,지의 규정에서 정한 사항 외에 산업재해발생 보고에 필요한 사항은 고용노동부장관이 정한다 . ⑤ 「산업재해보상보험법」 제41조에 따라 요양급여의 신청을 받은 근로복지공단은 지방고용노동관서의 장 또는 공 단으로부터 요양
chunk_00183,05_산업안전보건법_시행규칙.txt,33,1499,"33조, 제72조부터 제79조까지, 제81조, 제83조부터 제85조까지, 제225조, 제232조, 제299조, 제301조부터 제305조까지, 제422조, 제429조부터 제435조까지, 제442조부터 제444조까지, "
chunk_00184,05_산업안전보건법_시행규칙.txt,34,1499,"야 한다. 1. 도급대상 작업의 공정 관련 서류 일체(기계ㆍ설비의 종류 및 운전조건, 유해ㆍ위험물질의 종류ㆍ사용량, 유해ㆍ 위험요인의 발생 실태 및 종사 근로자 수 등에 관한 사항이 포함되어야 한다) 2. 도급작업 "
chunk_00185,05_산업안전보건법_시행규칙.txt,35,1499,협의체(이하 이 조에서 “협의체 ”라 한다)는 도급인 및 그의 수급인 전원으로 구성해야 한다. ② 협의체는 다음 각 호의 사항을 협의해야 한다. 1. 작업의 시작 시간 2. 작업 또는 작업장 간의 연락방법 3. 재해
chunk_00186,05_산업안전보건법_시행규칙.txt,36,1500,로자 각 1명(관계수급인의 근로자의 경우에는 해당 공정만 해당한다) ② 법 제64조제2항에 따른 정기 안전ㆍ보건점검의 실시 횟수는 다음 각 호의 구분에 따른다. 1. 다음 각 목의 사업: 2개월에 1회 이상 가. 건
chunk_00187,05_산업안전보건법_시행규칙.txt,37,1499,"건설공사발주자의 법령상 주요 의무사항 및 이에 대한 확인 ② 법 제67조제1항제2호에 따른 설계안전보건대장에는 다음 각 호의 사항이 포함되어야 한다. 다만, 건설공사발주 자가「건설기술 진흥법」 제39조제3항 및 제4"
chunk_00188,05_산업안전보건법_시행규칙.txt,38,1500,"만, 해당 공사기간의 연장 사유가 그 건설공사의 계약기간 만료 후에 도 지속될 것으로 예상되는 경우에는 그 계약기간 만료 전에 건설공사발주자에게 공사기간 연장을 요청할 예정임을 통지하고, 그 사유가 종료된 날부터 1"
chunk_00189,05_산업안전보건법_시행규칙.txt,39,1500,36호서식의 건설공사 설계변경 요 청서에 다음 각 호의 서류를 첨부하여 건설공사발주자에게 제출해야 한다. ===== PAGE 25 ===== 법제처                                      
chunk_00190,05_산업안전보건법_시행규칙.txt,40,1500,"따라 산정한 금액을 말한다)이 4천만원 이상인 때에는 고용노동부장관이 정하는 바에 따라 매월(건설공사가 1개월 이내에 종료되는 사업의 경우에는 해당 건설공사가 끝나는 날이 속하는 달을 말한다) 사용명세서를 작성하고,"
chunk_00191,05_산업안전보건법_시행규칙.txt,41,1500,"조제4항부터 제6항까지의 규정을 준용한다. 이 경우 “안전관리전문기관 또는 보건관리전문 기관”은 “건설재해예방전문지도기관”으로, “고용노동부장관 또는 지방고용노동청장”은 “지방고용노동청장”으로 본 다. ⑤ 법 제74"
chunk_00192,05_산업안전보건법_시행규칙.txt,42,1500,"호 및 제 3호에 한정한다) 4. 그 밖에 해당 기계ㆍ기구 또는 설비 등에 대하여 안전보건규칙에서 정하고 있는 안전보건 조치 5. 기계ㆍ기구 등의 결함, 작업방법과 절차 미준수, 강풍 등 이상 환경으로 인하여 작업수"
